,data_name,model_name,loss_name,iter,best_epoch,test_iou,test_dice,test_precision,test_recall,test_f1
6630,breast-cancer-benign,caranet,BCEFocalLoss,2.0,125.0,0.675553262,0.750852764,0.804007649,0.779285192,0.750852764
6631,breast-cancer-benign,FAT_Net,IoULoss,2.0,26.0,0.686620593,0.754663289,0.890979648,0.758672476,0.754663289
6632,breast-cancer-benign,FAT_Net,DiceLoss,2.0,10.0,0.66255337,0.737812042,0.805342853,0.779338539,0.737811863
6633,breast-cancer-benign,FAT_Net,BCELoss,2.0,23.0,0.671324492,0.743762553,0.815728724,0.786192596,0.743762553
6634,breast-cancer-benign,FAT_Net,FocalLoss,2.0,31.0,0.657953203,0.741387844,0.788785279,0.781993568,0.741387904
6635,breast-cancer-benign,FAT_Net,IoUDiceLoss,2.0,154.0,0.697498083,0.760529101,0.876321793,0.771072328,0.760529101
6636,breast-cancer-benign,FAT_Net,IoUBCELoss,2.0,32.0,0.680922031,0.756114185,0.823012114,0.790626049,0.756114185
6637,breast-cancer-benign,FAT_Net,IoUFocalLoss,2.0,6.0,0.654225647,0.735546052,0.82032603,0.781901836,0.735546052
6638,breast-cancer-benign,FAT_Net,DiceBCELoss,2.0,29.0,0.666072071,0.733709455,0.871169627,0.744498074,0.733709455
6639,breast-cancer-benign,FAT_Net,DiceFocalLoss,2.0,98.0,0.709052563,0.778926849,0.88054806,0.787012637,0.778926849
6640,breast-cancer-benign,FAT_Net,BCEFocalLoss,2.0,49.0,0.676117599,0.752615094,0.802778006,0.807260871,0.752615094
6641,breast-cancer-malignant,FCN,IoULoss,2.0,8.0,0.525693238,0.627568364,0.691299081,0.667052507,0.627568364
6642,breast-cancer-malignant,FCN,DiceLoss,2.0,34.0,0.53619194,0.641486347,0.717875421,0.670146048,0.641486347
6643,breast-cancer-malignant,FCN,BCELoss,2.0,51.0,0.520943463,0.63492763,0.676778197,0.659161389,0.634927571
6644,breast-cancer-malignant,FCN,FocalLoss,2.0,43.0,0.472762972,0.584898949,0.690448642,0.573416531,0.584898949
6645,breast-cancer-malignant,FCN,IoUDiceLoss,2.0,27.0,0.539893866,0.638128042,0.717419982,0.661906064,0.638128042
6646,breast-cancer-malignant,FCN,IoUBCELoss,2.0,48.0,0.523907006,0.641768813,0.677308917,0.673143327,0.641768873
6647,breast-cancer-malignant,FCN,IoUFocalLoss,2.0,89.0,0.535171866,0.643898308,0.697097719,0.666220963,0.643898308
6648,breast-cancer-malignant,FCN,DiceBCELoss,2.0,150.0,0.536990821,0.649400532,0.678451657,0.681080818,0.649400532
6649,breast-cancer-malignant,FCN,DiceFocalLoss,2.0,48.0,0.533737123,0.646515429,0.691960692,0.667930543,0.646515429
6650,breast-cancer-malignant,FCN,BCEFocalLoss,2.0,11.0,0.477956146,0.585613608,0.674746275,0.615766644,0.585613608
6651,breast-cancer-malignant,ColonFormer,IoULoss,2.0,99.0,0.400462031,0.530302286,0.534614325,0.627063453,0.530302286
6652,breast-cancer-malignant,ColonFormer,DiceLoss,2.0,30.0,0.376614034,0.512658238,0.499848694,0.678837776,0.512658238
6653,breast-cancer-malignant,ColonFormer,BCELoss,2.0,79.0,0.405131519,0.533477068,0.579918146,0.595489919,0.533477068
6654,breast-cancer-malignant,ColonFormer,FocalLoss,2.0,24.0,0.379434466,0.508939683,0.579697549,0.63117224,0.508939683
6655,breast-cancer-malignant,ColonFormer,IoUDiceLoss,2.0,50.0,0.389837861,0.526488125,0.500958681,0.67486012,0.526488185
6656,breast-cancer-malignant,ColonFormer,IoUBCELoss,2.0,29.0,0.368028998,0.496640801,0.50824219,0.598746061,0.496640801
6657,breast-cancer-malignant,ColonFormer,IoUFocalLoss,2.0,20.0,0.393319488,0.53053093,0.528738081,0.651617527,0.53053093
6658,breast-cancer-malignant,ColonFormer,DiceBCELoss,2.0,32.0,0.390486956,0.524339676,0.550891817,0.637411177,0.524339676
6659,breast-cancer-malignant,ColonFormer,DiceFocalLoss,2.0,27.0,0.395822138,0.52834183,0.569607496,0.587875903,0.52834183
6660,breast-cancer-malignant,ColonFormer,BCEFocalLoss,2.0,68.0,0.390381724,0.524829626,0.531964958,0.622780979,0.524829626
6661,breast-cancer-malignant,UNet++,IoULoss,2.0,64.0,0.508467615,0.624705315,0.607873619,0.716237605,0.624705315
6662,breast-cancer-malignant,UNet++,DiceLoss,2.0,48.0,0.499202609,0.62406075,0.593633294,0.740608215,0.62406081
6663,breast-cancer-malignant,UNet++,BCELoss,2.0,27.0,0.507357359,0.631663263,0.614973903,0.721184731,0.631663263
6664,breast-cancer-malignant,UNet++,FocalLoss,2.0,64.0,0.492101222,0.610827804,0.604163945,0.685061097,0.610827804
6665,breast-cancer-malignant,UNet++,IoUDiceLoss,2.0,54.0,0.480822265,0.60366261,0.591556609,0.694670379,0.60366261
6666,breast-cancer-malignant,UNet++,IoUBCELoss,2.0,30.0,0.509038568,0.626691937,0.643187225,0.705858231,0.626691937
6667,breast-cancer-malignant,UNet++,IoUFocalLoss,2.0,57.0,0.528822303,0.641808331,0.644767344,0.707981825,0.641808331
6668,breast-cancer-malignant,UNet++,DiceBCELoss,2.0,54.0,0.520023167,0.637304306,0.668524325,0.686497092,0.637304306
6669,breast-cancer-malignant,UNet++,DiceFocalLoss,2.0,43.0,0.513927221,0.63370496,0.62806797,0.731171787,0.63370496
6670,breast-cancer-malignant,UNet++,BCEFocalLoss,2.0,48.0,0.520318568,0.638072491,0.64260608,0.699595988,0.638072491
6671,breast-cancer-malignant,Unet,IoULoss,2.0,38.0,0.454257786,0.564032137,0.599426866,0.673791826,0.564032137
6672,breast-cancer-malignant,Unet,DiceLoss,2.0,54.0,0.467449874,0.580956519,0.608673215,0.67355597,0.580956519
6673,breast-cancer-malignant,Unet,BCELoss,2.0,44.0,0.503683448,0.616411746,0.608062506,0.696904898,0.616411746
6674,breast-cancer-malignant,Unet,FocalLoss,2.0,36.0,0.505590439,0.620588839,0.634081244,0.662838817,0.620588839
6675,breast-cancer-malignant,Unet,IoUDiceLoss,2.0,56.0,0.499316543,0.612118125,0.576010466,0.723832905,0.612118125
6676,breast-cancer-malignant,Unet,IoUBCELoss,2.0,60.0,0.514103472,0.630623341,0.640770614,0.684461772,0.630623341
6677,breast-cancer-malignant,Unet,IoUFocalLoss,2.0,47.0,0.508453131,0.618819356,0.660572529,0.690815151,0.618819416
6678,breast-cancer-malignant,Unet,DiceBCELoss,2.0,42.0,0.500724316,0.617533386,0.615607798,0.703264177,0.617533386
6679,breast-cancer-malignant,Unet,DiceFocalLoss,2.0,42.0,0.489899158,0.601709127,0.605385661,0.674554169,0.601709127
6680,breast-cancer-malignant,Unet,BCEFocalLoss,2.0,79.0,0.508433819,0.621160626,0.644203901,0.664315283,0.621160626
6681,breast-cancer-malignant,ESFPNet,IoULoss,2.0,46.0,0.517331958,0.627138495,0.665984154,0.67580694,0.627138495
6682,breast-cancer-malignant,ESFPNet,DiceLoss,2.0,100.0,0.523696899,0.63532263,0.658961833,0.680253327,0.63532263
6683,breast-cancer-malignant,ESFPNet,BCELoss,2.0,105.0,0.543397844,0.652749419,0.67567271,0.688471854,0.65274936
6684,breast-cancer-malignant,ESFPNet,FocalLoss,2.0,34.0,0.469800591,0.583586276,0.652631164,0.627767086,0.583586276
6685,breast-cancer-malignant,ESFPNet,IoUDiceLoss,2.0,119.0,0.537044585,0.645412564,0.6890769,0.67723465,0.645412564
6686,breast-cancer-malignant,ESFPNet,IoUBCELoss,2.0,146.0,0.543767571,0.657085657,0.651038527,0.718967795,0.657085657
6687,breast-cancer-malignant,ESFPNet,IoUFocalLoss,2.0,26.0,0.501496077,0.61372447,0.644389629,0.656437933,0.61372447
6688,breast-cancer-malignant,ESFPNet,DiceBCELoss,2.0,150.0,0.559096694,0.669948936,0.681011021,0.721732318,0.669948876
6689,breast-cancer-malignant,ESFPNet,DiceFocalLoss,2.0,51.0,0.521960974,0.626995444,0.672679484,0.66098398,0.626995444
6690,breast-cancer-malignant,ESFPNet,BCEFocalLoss,2.0,133.0,0.540465355,0.649020672,0.680141807,0.687503338,0.649020672
6691,breast-cancer-malignant,DeepLab_V3+,IoULoss,2.0,10.0,0.528763831,0.647336543,0.684079289,0.694817722,0.647336543
6692,breast-cancer-malignant,DeepLab_V3+,DiceLoss,2.0,24.0,0.535016537,0.64958775,0.688549757,0.667728245,0.64958775
6693,breast-cancer-malignant,DeepLab_V3+,BCELoss,2.0,25.0,0.499373853,0.619505823,0.651175976,0.683243096,0.619505823
6694,breast-cancer-malignant,DeepLab_V3+,FocalLoss,2.0,5.0,0.440634102,0.555664957,0.59918648,0.601299524,0.555664957
6695,breast-cancer-malignant,DeepLab_V3+,IoUDiceLoss,2.0,18.0,0.514684796,0.622004449,0.675262153,0.640978932,0.622004449
6696,breast-cancer-malignant,DeepLab_V3+,IoUBCELoss,2.0,13.0,0.510062277,0.63091892,0.677484095,0.671266615,0.63091892
6697,breast-cancer-malignant,DeepLab_V3+,IoUFocalLoss,2.0,18.0,0.5283252,0.642347038,0.680779159,0.6732198,0.642347038
6698,breast-cancer-malignant,DeepLab_V3+,DiceBCELoss,2.0,36.0,0.520346701,0.629274011,0.675896645,0.662289798,0.629274011
6699,breast-cancer-malignant,DeepLab_V3+,DiceFocalLoss,2.0,82.0,0.505680621,0.606749952,0.709432065,0.629701376,0.606749952
6700,breast-cancer-malignant,DeepLab_V3+,BCEFocalLoss,2.0,51.0,0.506961226,0.626417279,0.62330389,0.693088531,0.626417279
6701,breast-cancer-malignant,ColonSegNet,IoULoss,2.0,33.0,0.380185813,0.511295676,0.570800364,0.579808772,0.511295676
6702,breast-cancer-malignant,ColonSegNet,DiceLoss,2.0,31.0,0.372943401,0.500414848,0.550644219,0.590815246,0.500414848
6703,breast-cancer-malignant,ColonSegNet,BCELoss,2.0,43.0,0.40727374,0.535957813,0.549437821,0.603243053,0.535957813
6704,breast-cancer-malignant,ColonSegNet,FocalLoss,2.0,41.0,0.410790086,0.536248326,0.530362606,0.638626099,0.536248326
6705,breast-cancer-malignant,ColonSegNet,IoUDiceLoss,2.0,31.0,0.363757014,0.492597371,0.462125063,0.620563328,0.492597371
6706,breast-cancer-malignant,ColonSegNet,IoUBCELoss,2.0,28.0,0.379289508,0.506640017,0.541261435,0.567354023,0.506640017
6707,breast-cancer-malignant,ColonSegNet,IoUFocalLoss,2.0,31.0,0.386447102,0.515766621,0.545570493,0.582420647,0.51576668
6708,breast-cancer-malignant,ColonSegNet,DiceBCELoss,2.0,33.0,0.413456231,0.540358365,0.593648016,0.587542832,0.540358365
6709,breast-cancer-malignant,ColonSegNet,DiceFocalLoss,2.0,62.0,0.397609681,0.5323686,0.509037435,0.641247392,0.5323686
6710,breast-cancer-malignant,ColonSegNet,BCEFocalLoss,2.0,23.0,0.388174325,0.517036796,0.532520533,0.592820585,0.517036796
6711,breast-cancer-malignant,EMCADNet,IoULoss,2.0,25.0,0.556987166,0.665200591,0.704206228,0.694680393,0.665200651
6712,breast-cancer-malignant,EMCADNet,DiceLoss,2.0,24.0,0.522769868,0.635889173,0.677560508,0.682293296,0.635889173
6713,breast-cancer-malignant,EMCADNet,BCELoss,2.0,16.0,0.51323539,0.627439737,0.674872339,0.64834398,0.627439737
6714,breast-cancer-malignant,EMCADNet,FocalLoss,2.0,22.0,0.502438605,0.612900436,0.671000898,0.630427539,0.612900436
6715,breast-cancer-malignant,EMCADNet,IoUDiceLoss,2.0,45.0,0.550855815,0.666733205,0.685326338,0.725041926,0.666733146
6716,breast-cancer-malignant,EMCADNet,IoUBCELoss,2.0,16.0,0.543904841,0.653271675,0.729709446,0.650948048,0.653271675
6717,breast-cancer-malignant,EMCADNet,IoUFocalLoss,2.0,42.0,0.526948333,0.639825642,0.690700829,0.655846059,0.639825642
6718,breast-cancer-malignant,EMCADNet,DiceBCELoss,2.0,14.0,0.517391086,0.618931413,0.652998805,0.661419034,0.618931413
6719,breast-cancer-malignant,EMCADNet,DiceFocalLoss,2.0,23.0,0.521432221,0.637388945,0.715388954,0.655347586,0.637388945
6720,breast-cancer-malignant,EMCADNet,BCEFocalLoss,2.0,23.0,0.52489841,0.633086503,0.674724936,0.665374517,0.633086503
6721,breast-cancer-malignant,FCBFormer,IoULoss,2.0,32.0,0.599983335,0.707036853,0.690575182,0.774461865,0.707036853
6722,breast-cancer-malignant,FCBFormer,DiceLoss,2.0,40.0,0.61472404,0.719909191,0.705021799,0.785731077,0.719909191
6723,breast-cancer-malignant,FCBFormer,BCELoss,2.0,14.0,0.583841264,0.692618906,0.687919497,0.77059114,0.692618906
6724,breast-cancer-malignant,FCBFormer,FocalLoss,2.0,8.0,0.560538232,0.668835282,0.672638893,0.726355612,0.668835223
6725,breast-cancer-malignant,FCBFormer,IoUDiceLoss,2.0,37.0,0.606807053,0.7164554,0.697843134,0.786310196,0.7164554
6726,breast-cancer-malignant,FCBFormer,IoUBCELoss,2.0,3.0,0.55344826,0.663860857,0.655615926,0.736536086,0.663860857
6727,breast-cancer-malignant,FCBFormer,IoUFocalLoss,2.0,48.0,0.592579007,0.703046679,0.68295151,0.776872277,0.703046679
6728,breast-cancer-malignant,FCBFormer,DiceBCELoss,2.0,8.0,0.582874894,0.691381276,0.662215769,0.785764694,0.691381276
6729,breast-cancer-malignant,FCBFormer,DiceFocalLoss,2.0,16.0,0.579005659,0.684090376,0.667124927,0.755315483,0.684090376
6730,breast-cancer-malignant,FCBFormer,BCEFocalLoss,2.0,14.0,0.582302868,0.695181608,0.671439171,0.792225361,0.695181608
6731,breast-cancer-malignant,caranet,IoULoss,2.0,28.0,0.526120007,0.641263127,0.643641889,0.71856004,0.641263127
6732,breast-cancer-malignant,caranet,DiceLoss,2.0,70.0,0.511547029,0.627883494,0.616020083,0.705362439,0.627883554
6733,breast-cancer-malignant,caranet,BCELoss,2.0,162.0,0.524663866,0.646264493,0.664679289,0.711820185,0.646264493
6734,breast-cancer-malignant,caranet,FocalLoss,2.0,150.0,0.437740296,0.559307814,0.674646974,0.600388288,0.559307754
6735,breast-cancer-malignant,caranet,IoUDiceLoss,2.0,78.0,0.52805841,0.640658736,0.690181553,0.694673896,0.640658736
6736,breast-cancer-malignant,caranet,IoUBCELoss,2.0,30.0,0.503643394,0.615728438,0.668430626,0.653577745,0.615728438
6737,breast-cancer-malignant,caranet,IoUFocalLoss,2.0,38.0,0.514117956,0.635144591,0.663906097,0.687926829,0.635144591
6738,breast-cancer-malignant,caranet,DiceBCELoss,2.0,62.0,0.518257856,0.643304288,0.647800446,0.714751065,0.643304229
6739,breast-cancer-malignant,caranet,DiceFocalLoss,2.0,107.0,0.520287752,0.635404408,0.638744116,0.700391293,0.635404408
6740,breast-cancer-malignant,caranet,BCEFocalLoss,2.0,93.0,0.489840657,0.61964649,0.626907706,0.696211576,0.61964649
6741,breast-cancer-malignant,FAT_Net,IoULoss,2.0,15.0,0.542931914,0.646234751,0.667626441,0.701673329,0.646234751
6742,breast-cancer-malignant,FAT_Net,DiceLoss,2.0,19.0,0.545756161,0.644689322,0.664797664,0.689481676,0.644689322
6743,breast-cancer-malignant,FAT_Net,BCELoss,2.0,12.0,0.501798093,0.610979795,0.627039671,0.679366171,0.610979795
6744,breast-cancer-malignant,FAT_Net,FocalLoss,2.0,14.0,0.522449434,0.63729763,0.66354686,0.688695848,0.63729763
6745,breast-cancer-malignant,FAT_Net,IoUDiceLoss,2.0,36.0,0.522385776,0.626372993,0.688262343,0.676100135,0.626372993
6746,breast-cancer-malignant,FAT_Net,IoUBCELoss,2.0,10.0,0.524023116,0.633721828,0.656062484,0.703542352,0.633721828
6747,breast-cancer-malignant,FAT_Net,IoUFocalLoss,2.0,25.0,0.527190089,0.630698919,0.722254694,0.664405763,0.630698919
6748,breast-cancer-malignant,FAT_Net,DiceBCELoss,2.0,10.0,0.541763246,0.6604774,0.658798873,0.735254169,0.6604774
6749,breast-cancer-malignant,FAT_Net,DiceFocalLoss,2.0,7.0,0.481099606,0.595045626,0.637405992,0.699681044,0.595045745
6750,breast-cancer-malignant,FAT_Net,BCEFocalLoss,2.0,13.0,0.493414104,0.60522306,0.599646091,0.672172844,0.60522306
6751,CVC-ClinicDB,FCN,IoULoss,2.0,34.0,0.822015703,0.883393586,0.915992558,0.896521747,0.883393586
6752,CVC-ClinicDB,FCN,DiceLoss,2.0,61.0,0.831998885,0.890896618,0.931170046,0.893058181,0.890896618
6753,CVC-ClinicDB,FCN,BCELoss,2.0,34.0,0.806154013,0.875995576,0.908875108,0.881926417,0.875995576
6754,CVC-ClinicDB,FCN,FocalLoss,2.0,197.0,0.774068534,0.850413918,0.898716211,0.851321518,0.850413918
6755,CVC-ClinicDB,FCN,IoUDiceLoss,2.0,24.0,0.83553791,0.89674592,0.929024875,0.897969067,0.89674592
6756,CVC-ClinicDB,FCN,IoUBCELoss,2.0,45.0,0.834222138,0.895261526,0.931308925,0.894053638,0.895261526
6757,CVC-ClinicDB,FCN,IoUFocalLoss,2.0,8.0,0.792708099,0.859961808,0.906331778,0.874405861,0.859961748
6758,CVC-ClinicDB,FCN,DiceBCELoss,2.0,119.0,0.829545557,0.890361547,0.910729766,0.908268631,0.890361547
6759,CVC-ClinicDB,FCN,DiceFocalLoss,2.0,91.0,0.815412283,0.881156862,0.89072901,0.90344578,0.881156862
6760,CVC-ClinicDB,FCN,BCEFocalLoss,2.0,54.0,0.821341515,0.886133492,0.903802454,0.89831537,0.886133492
6761,CVC-ClinicDB,ColonFormer,IoULoss,2.0,52.0,0.51317817,0.614624143,0.695741534,0.707675874,0.614624143
6762,CVC-ClinicDB,ColonFormer,DiceLoss,2.0,141.0,0.566964746,0.656065345,0.802034378,0.647011757,0.656065345
6763,CVC-ClinicDB,ColonFormer,BCELoss,2.0,49.0,0.515009224,0.620293915,0.808816731,0.587849855,0.620294034
6764,CVC-ClinicDB,ColonFormer,FocalLoss,2.0,36.0,0.462244183,0.582856596,0.58935082,0.693744838,0.582856596
6765,CVC-ClinicDB,ColonFormer,IoUDiceLoss,2.0,58.0,0.532596767,0.627908707,0.752160907,0.638312936,0.627908707
6766,CVC-ClinicDB,ColonFormer,IoUBCELoss,2.0,100.0,0.541557193,0.655415356,0.748073518,0.669216156,0.655415356
6767,CVC-ClinicDB,ColonFormer,IoUFocalLoss,2.0,75.0,0.571107864,0.671067297,0.784410715,0.689728439,0.671067297
6768,CVC-ClinicDB,ColonFormer,DiceBCELoss,2.0,98.0,0.561648965,0.67636764,0.659075022,0.774099827,0.676367521
6769,CVC-ClinicDB,ColonFormer,DiceFocalLoss,2.0,54.0,0.553642988,0.652932882,0.78053838,0.645857513,0.652932882
6770,CVC-ClinicDB,ColonFormer,BCEFocalLoss,2.0,35.0,0.533525944,0.647973001,0.65039283,0.738098025,0.647973001
6771,CVC-ClinicDB,UNet++,IoULoss,2.0,110.0,0.748890102,0.821837127,0.922542989,0.800884843,0.821837127
6772,CVC-ClinicDB,UNet++,DiceLoss,2.0,55.0,0.716897547,0.800401986,0.878090322,0.795040548,0.800401986
6773,CVC-ClinicDB,UNet++,BCELoss,2.0,88.0,0.744290292,0.823583424,0.898569584,0.810116231,0.823583424
6774,CVC-ClinicDB,UNet++,FocalLoss,2.0,152.0,0.715295255,0.801524222,0.852292478,0.799794078,0.801524222
6775,CVC-ClinicDB,UNet++,IoUDiceLoss,2.0,121.0,0.748533428,0.82078898,0.930265605,0.802460313,0.82078892
6776,CVC-ClinicDB,UNet++,IoUBCELoss,2.0,148.0,0.736648202,0.812091708,0.900473177,0.798202515,0.812091708
6777,CVC-ClinicDB,UNet++,IoUFocalLoss,2.0,94.0,0.741840601,0.811151147,0.909377575,0.800075293,0.811151147
6778,CVC-ClinicDB,UNet++,DiceBCELoss,2.0,95.0,0.712616086,0.793702781,0.906302989,0.777109325,0.793702781
6779,CVC-ClinicDB,UNet++,DiceFocalLoss,2.0,47.0,0.712685466,0.794808805,0.893089235,0.795485139,0.794808805
6780,CVC-ClinicDB,UNet++,BCEFocalLoss,2.0,48.0,0.726663947,0.806427062,0.886785507,0.799251914,0.806427062
6781,CVC-ClinicDB,Unet,IoULoss,2.0,65.0,0.712035418,0.792719662,0.880204618,0.793420434,0.792719662
6782,CVC-ClinicDB,Unet,DiceLoss,2.0,82.0,0.72007215,0.80064702,0.879459918,0.811199009,0.800646901
6783,CVC-ClinicDB,Unet,BCELoss,2.0,66.0,0.736364841,0.810446382,0.895036042,0.803936005,0.810446382
6784,CVC-ClinicDB,Unet,FocalLoss,2.0,54.0,0.705200553,0.783202529,0.866393983,0.776409149,0.783202529
6785,CVC-ClinicDB,Unet,IoUDiceLoss,2.0,94.0,0.727110803,0.806325018,0.879731178,0.815726519,0.806325138
6786,CVC-ClinicDB,Unet,IoUBCELoss,2.0,47.0,0.745227754,0.82463938,0.885295749,0.821237028,0.82463938
6787,CVC-ClinicDB,Unet,IoUFocalLoss,2.0,61.0,0.727818429,0.80892843,0.892050743,0.811083794,0.80892843
6788,CVC-ClinicDB,Unet,DiceBCELoss,2.0,67.0,0.731667578,0.805648446,0.888229728,0.806420624,0.805648446
6789,CVC-ClinicDB,Unet,DiceFocalLoss,2.0,55.0,0.722213566,0.794259727,0.892973483,0.791389048,0.794259727
6790,CVC-ClinicDB,Unet,BCEFocalLoss,2.0,49.0,0.717999458,0.801616013,0.866190255,0.808245063,0.801616013
6791,CVC-ClinicDB,ESFPNet,IoULoss,2.0,140.0,0.793088734,0.867709637,0.900167584,0.86179769,0.867709637
6792,CVC-ClinicDB,ESFPNet,DiceLoss,2.0,117.0,0.796786547,0.868194401,0.884422958,0.880774319,0.868194342
6793,CVC-ClinicDB,ESFPNet,BCELoss,2.0,50.0,0.778356016,0.858113885,0.88755846,0.860925972,0.858113885
6794,CVC-ClinicDB,ESFPNet,FocalLoss,2.0,198.0,0.749796152,0.836625934,0.873737156,0.83239001,0.836626053
6795,CVC-ClinicDB,ESFPNet,IoUDiceLoss,2.0,141.0,0.789870381,0.864888549,0.857542813,0.8926332,0.864888549
6796,CVC-ClinicDB,ESFPNet,IoUBCELoss,2.0,88.0,0.785864413,0.860652924,0.882939577,0.876209617,0.860652924
6797,CVC-ClinicDB,ESFPNet,IoUFocalLoss,2.0,99.0,0.799432814,0.872999012,0.887715995,0.880189836,0.872998953
6798,CVC-ClinicDB,ESFPNet,DiceBCELoss,2.0,97.0,0.802632153,0.875139773,0.895397961,0.876083255,0.875139773
6799,CVC-ClinicDB,ESFPNet,DiceFocalLoss,2.0,85.0,0.788822234,0.863960505,0.879850745,0.873386741,0.863960505
6800,CVC-ClinicDB,ESFPNet,BCEFocalLoss,2.0,70.0,0.778648734,0.857130289,0.913493633,0.839894176,0.857130289
6801,CVC-ClinicDB,DeepLab_V3+,IoULoss,2.0,13.0,0.789340019,0.865154326,0.892596185,0.879577756,0.865154326
6802,CVC-ClinicDB,DeepLab_V3+,DiceLoss,2.0,40.0,0.798484981,0.867363453,0.902034521,0.882478058,0.867363453
6803,CVC-ClinicDB,DeepLab_V3+,BCELoss,2.0,75.0,0.805056155,0.871490479,0.90719372,0.885783255,0.871490479
6804,CVC-ClinicDB,DeepLab_V3+,FocalLoss,2.0,126.0,0.735637009,0.821944654,0.885237873,0.826834559,0.821944654
6805,CVC-ClinicDB,DeepLab_V3+,IoUDiceLoss,2.0,29.0,0.791976392,0.861784339,0.903854311,0.874984324,0.861784339
6806,CVC-ClinicDB,DeepLab_V3+,IoUBCELoss,2.0,50.0,0.813516855,0.879391313,0.912142694,0.89217627,0.879391313
6807,CVC-ClinicDB,DeepLab_V3+,IoUFocalLoss,2.0,23.0,0.781561375,0.853280246,0.910324097,0.851215243,0.853280246
6808,CVC-ClinicDB,DeepLab_V3+,DiceBCELoss,2.0,98.0,0.809404492,0.872902751,0.918554366,0.873907685,0.872902751
6809,CVC-ClinicDB,DeepLab_V3+,DiceFocalLoss,2.0,63.0,0.796204269,0.866691291,0.905451715,0.879523635,0.866691291
6810,CVC-ClinicDB,DeepLab_V3+,BCEFocalLoss,2.0,125.0,0.801462233,0.867491603,0.891436696,0.891611159,0.867491543
6811,CVC-ClinicDB,ColonSegNet,IoULoss,2.0,100.0,0.621280432,0.727461576,0.826599061,0.716718495,0.727461636
6812,CVC-ClinicDB,ColonSegNet,DiceLoss,2.0,85.0,0.595362902,0.707692683,0.75673604,0.746506155,0.707692683
6813,CVC-ClinicDB,ColonSegNet,BCELoss,2.0,46.0,0.627595603,0.731481075,0.836034775,0.714749932,0.731481075
6814,CVC-ClinicDB,ColonSegNet,FocalLoss,2.0,58.0,0.622013569,0.731517136,0.774668097,0.742648661,0.731517017
6815,CVC-ClinicDB,ColonSegNet,IoUDiceLoss,2.0,68.0,0.58051312,0.685619175,0.768755317,0.697330356,0.685619175
6816,CVC-ClinicDB,ColonSegNet,IoUBCELoss,2.0,85.0,0.588102996,0.697430253,0.81043148,0.689359844,0.697430253
6817,CVC-ClinicDB,ColonSegNet,IoUFocalLoss,2.0,32.0,0.555454493,0.671563983,0.754901826,0.701154709,0.671563983
6818,CVC-ClinicDB,ColonSegNet,DiceBCELoss,2.0,51.0,0.600753367,0.704764307,0.801033854,0.703883111,0.704764366
6819,CVC-ClinicDB,ColonSegNet,DiceFocalLoss,2.0,33.0,0.556285024,0.66938132,0.767726898,0.686946154,0.66938132
6820,CVC-ClinicDB,ColonSegNet,BCEFocalLoss,2.0,107.0,0.603551805,0.708463669,0.792726576,0.699950099,0.708463669
6821,CVC-ClinicDB,EMCADNet,IoULoss,2.0,24.0,0.819979966,0.882652998,0.889899373,0.896731853,0.882652998
6822,CVC-ClinicDB,EMCADNet,DiceLoss,2.0,38.0,0.832036495,0.889791012,0.91870141,0.895899415,0.889791071
6823,CVC-ClinicDB,EMCADNet,BCELoss,2.0,64.0,0.814472616,0.880385995,0.915913284,0.875748456,0.880385935
6824,CVC-ClinicDB,EMCADNet,FocalLoss,2.0,98.0,0.770032942,0.847587168,0.903531551,0.850162625,0.847587168
6825,CVC-ClinicDB,EMCADNet,IoUDiceLoss,2.0,43.0,0.838917375,0.897801757,0.915819108,0.912187636,0.897801757
6826,CVC-ClinicDB,EMCADNet,IoUBCELoss,2.0,20.0,0.833227694,0.896015108,0.899435043,0.909811974,0.896015108
6827,CVC-ClinicDB,EMCADNet,IoUFocalLoss,2.0,88.0,0.834502041,0.892529488,0.91971606,0.904828489,0.892529488
6828,CVC-ClinicDB,EMCADNet,DiceBCELoss,2.0,65.0,0.841877699,0.901147723,0.910716891,0.913291037,0.901147723
6829,CVC-ClinicDB,EMCADNet,DiceFocalLoss,2.0,50.0,0.83990854,0.899017632,0.90678829,0.915160775,0.899017632
6830,CVC-ClinicDB,EMCADNet,BCEFocalLoss,2.0,42.0,0.800460756,0.871479928,0.90316242,0.884657621,0.871479928
6831,CVC-ClinicDB,FCBFormer,IoULoss,2.0,50.0,0.834771335,0.892656803,0.893892765,0.901504219,0.892656803
6832,CVC-ClinicDB,FCBFormer,DiceLoss,2.0,92.0,0.844505548,0.904398322,0.907324135,0.91422987,0.904398322
6833,CVC-ClinicDB,FCBFormer,BCELoss,2.0,32.0,0.818748891,0.889917314,0.897493243,0.900697351,0.889917314
6834,CVC-ClinicDB,FCBFormer,FocalLoss,2.0,84.0,0.796748757,0.872497737,0.914783716,0.861640155,0.872497737
6835,CVC-ClinicDB,FCBFormer,IoUDiceLoss,2.0,56.0,0.840845704,0.902485967,0.898864269,0.921509445,0.902485967
6836,CVC-ClinicDB,FCBFormer,IoUBCELoss,2.0,22.0,0.834169209,0.899906695,0.910821855,0.903756738,0.899906695
6837,CVC-ClinicDB,FCBFormer,IoUFocalLoss,2.0,64.0,0.840906799,0.902556717,0.907328904,0.9143309,0.902556598
